Discipline,FinalOutcome,Sum of SatisfactionRating,Year,Quarter,Month,Day,Sum of SessionLengthMin,StudentLevel,TaskType,Sum of TotalPrompts,UsedAgain,Sum of AI_AssistanceLevel
History,Idea Drafted,3.3,2025,Qtr 2,May,28,18.55,High School,Writing,4,TRUE,4
History,Idea Drafted,3.2,2025,Qtr 2,May,29,37.75,Undergraduate,Writing,16,FALSE,3
History,Idea Drafted,2.2,2025,Qtr 2,May,29,14.05,Undergraduate,Writing,4,TRUE,2
History,Idea Drafted,2.4,2025,Qtr 2,June,1,11.02,Undergraduate,Homework Help,2,TRUE,4
History,Idea Drafted,4.2,2025,Qtr 2,June,1,12.38,Undergraduate,Studying,3,TRUE,5
History,Idea Drafted,6.3,2025,Qtr 2,June,4,80.1,Undergraduate,Coding,21,TRUE,8
History,Idea Drafted,3.1,2025,Qtr 2,June,5,13.85,Graduate,Coding,5,TRUE,3
History,Idea Drafted,5,2025,Qtr 2,June,7,8.47,High School,Homework Help,2,TRUE,4
History,Idea Drafted,3.8,2025,Qtr 2,June,7,47.95,High School,Writing,16,TRUE,3
History,Idea Drafted,4.5,2025,Qtr 2,June,9,7.6,Undergraduate,Writing,2,TRUE,4
History,Idea Drafted,3.3,2025,Qtr 2,June,10,2.13,Undergraduate,Writing,1,TRUE,3
History,Idea Drafted,5,2025,Qtr 2,June,11,15.88,High School,Writing,7,TRUE,5
History,Idea Drafted,3.2,2025,Qtr 2,June,12,3.36,Undergraduate,Research,1,TRUE,3
History,Idea Drafted,3,2025,Qtr 2,June,13,12.69,Graduate,Coding,3,TRUE,3
History,Idea Drafted,2.3,2025,Qtr 2,June,13,13.4,Undergraduate,Writing,3,TRUE,3
History,Idea Drafted,4.1,2025,Qtr 2,June,14,50.24,Undergraduate,Coding,18,TRUE,4
History,Idea Drafted,3.9,2025,Qtr 2,June,14,16.81,Undergraduate,Writing,3,FALSE,4
History,Idea Drafted,2.7,2025,Qtr 2,June,15,19.26,High School,Writing,4,FALSE,3
History,Idea Drafted,4,2025,Qtr 2,June,16,36.12,High School,Research,13,TRUE,3
History,Idea Drafted,4.5,2025,Qtr 2,June,17,20.17,High School,Studying,6,TRUE,4
History,Idea Drafted,1.2,2025,Qtr 2,June,18,21.86,Undergraduate,Brainstorming,5,TRUE,2
History,Idea Drafted,5,2025,Qtr 2,June,19,15.5,Undergraduate,Writing,3,TRUE,4
History,Idea Drafted,4.5,2025,Qtr 2,June,20,14.07,High School,Brainstorming,4,TRUE,4
History,Idea Drafted,4.8,2025,Qtr 2,June,20,10.43,Undergraduate,Writing,3,FALSE,4
History,Idea Drafted,2.7,2025,Qtr 2,June,21,13.8,High School,Coding,4,TRUE,2
History,Idea Drafted,1.5,2025,Qtr 2,June,21,78.93,Undergraduate,Writing,19,FALSE,2
History,Idea Drafted,3.5,2025,Qtr 2,June,21,13.25,Undergraduate,Writing,4,TRUE,3
History,Idea Drafted,3.5,2025,Qtr 2,June,23,41.23,Undergraduate,Homework Help,16,TRUE,4
History,Idea Drafted,3.1,2025,Qtr 2,June,23,26.44,Undergraduate,Writing,11,TRUE,3
Math,Assignment Completed,2.5,2024,Qtr 2,June,24,15.99,Graduate,Studying,3,TRUE,3
Math,Assignment Completed,2.1,2024,Qtr 2,June,24,15.35,Undergraduate,Studying,5,TRUE,3
Math,Assignment Completed,2.3,2024,Qtr 2,June,25,12.14,Undergraduate,Writing,4,TRUE,3
Math,Assignment Completed,2.4,2024,Qtr 2,June,26,27.75,Graduate,Coding,12,TRUE,3
Math,Assignment Completed,4.1,2024,Qtr 2,June,26,7.4,Graduate,Homework Help,1,TRUE,4
Math,Assignment Completed,1.9,2024,Qtr 2,June,26,18.18,High School,Writing,7,TRUE,2
Math,Assignment Completed,4.5,2024,Qtr 2,June,27,20.63,Graduate,Writing,7,FALSE,3
Math,Assignment Completed,4.4,2024,Qtr 2,June,27,14.56,High School,Coding,3,TRUE,3
Math,Assignment Completed,4.1,2024,Qtr 2,June,27,24.78,Undergraduate,Coding,7,TRUE,5
Math,Assignment Completed,3.9,2024,Qtr 2,June,27,39.68,Undergraduate,Writing,8,TRUE,4
Math,Assignment Completed,5,2024,Qtr 2,June,28,22.68,Undergraduate,Studying,7,TRUE,5
Math,Assignment Completed,3.1,2024,Qtr 2,June,29,4.44,High School,Writing,1,FALSE,3
Math,Assignment Completed,6.9,2024,Qtr 2,June,29,21.66,Undergraduate,Homework Help,5,TRUE,8
Math,Assignment Completed,3.1,2024,Qtr 2,June,29,18.07,Undergraduate,Writing,5,TRUE,4
Math,Assignment Completed,5,2024,Qtr 2,June,30,11.42,High School,Studying,4,TRUE,5
Math,Assignment Completed,2.7,2024,Qtr 3,July,1,8.65,High School,Homework Help,2,FALSE,4
Math,Assignment Completed,2.2,2024,Qtr 3,July,1,22.73,Undergraduate,Writing,5,TRUE,4
Math,Assignment Completed,4.5,2024,Qtr 3,July,2,8.05,Undergraduate,Coding,2,TRUE,5
Math,Assignment Completed,7.7,2024,Qtr 3,July,2,45.24,Undergraduate,Writing,11,TRUE,9
Math,Assignment Completed,4.6,2024,Qtr 3,July,3,8.62,Undergraduate,Studying,1,TRUE,5
Math,Assignment Completed,4.1,2024,Qtr 3,July,3,6.19,Undergraduate,Writing,3,TRUE,4
Math,Assignment Completed,3.1,2024,Qtr 3,July,4,46.68,Undergraduate,Coding,18,TRUE,4
Math,Assignment Completed,3.8,2024,Qtr 3,July,5,9.28,Graduate,Homework Help,2,TRUE,4
Math,Assignment Completed,3.3,2024,Qtr 3,July,5,30.65,Undergraduate,Writing,7,TRUE,2
Math,Assignment Completed,8.1,2024,Qtr 3,July,6,27.11,Graduate,Writing,6,TRUE,9
Math,Assignment Completed,3.7,2024,Qtr 3,July,7,11.01,Undergraduate,Writing,2,TRUE,3
Math,Assignment Completed,3.1,2024,Qtr 3,July,9,28.67,Undergraduate,Brainstorming,12,TRUE,3
Math,Assignment Completed,3.9,2024,Qtr 3,July,10,10.88,Undergraduate,Homework Help,5,FALSE,4
Math,Assignment Completed,3.8,2024,Qtr 3,July,11,27.04,Undergraduate,Studying,6,TRUE,3
Math,Assignment Completed,2.1,2024,Qtr 3,July,12,14.28,Graduate,Studying,7,FALSE,3
Math,Assignment Completed,1.4,2024,Qtr 3,July,12,19.56,Undergraduate,Coding,9,TRUE,2
Math,Assignment Completed,1.7,2024,Qtr 3,July,12,13.9,Undergraduate,Studying,6,TRUE,2
Math,Assignment Completed,7.8,2024,Qtr 3,July,13,58.52,Undergraduate,Studying,17,FALSE,9
Math,Assignment Completed,5,2024,Qtr 3,July,14,19.38,High School,Writing,6,TRUE,5
Math,Assignment Completed,4.1,2024,Qtr 3,July,14,18,Undergraduate,Writing,5,FALSE,4
Math,Assignment Completed,1.9,2024,Qtr 3,July,16,14.61,High School,Writing,3,TRUE,3
Math,Assignment Completed,4.4,2024,Qtr 3,July,17,25.49,Graduate,Writing,11,TRUE,4
Math,Assignment Completed,4.4,2024,Qtr 3,July,17,9.53,High School,Coding,2,TRUE,5
Math,Assignment Completed,2.5,2024,Qtr 3,July,18,17.76,Graduate,Homework Help,4,TRUE,2
Math,Assignment Completed,3.4,2024,Qtr 3,July,18,17,High School,Studying,3,TRUE,2
Math,Assignment Completed,2.1,2024,Qtr 3,July,18,17.06,Undergraduate,Homework Help,6,TRUE,3
Math,Assignment Completed,3.5,2024,Qtr 3,July,18,23.82,Undergraduate,Writing,4,TRUE,3
Math,Assignment Completed,3,2024,Qtr 3,July,19,7.61,Graduate,Writing,2,FALSE,4
Math,Assignment Completed,5,2024,Qtr 3,July,19,31.51,Undergraduate,Coding,6,TRUE,4
Math,Assignment Completed,4.1,2024,Qtr 3,July,19,21.89,Undergraduate,Writing,7,TRUE,5
Math,Assignment Completed,3.3,2024,Qtr 3,July,21,13.14,Graduate,Studying,4,TRUE,3
Math,Assignment Completed,3.3,2024,Qtr 3,July,21,14.18,Undergraduate,Coding,6,TRUE,3
Math,Assignment Completed,5,2024,Qtr 3,July,21,5.74,Undergraduate,Homework Help,1,FALSE,5
Math,Assignment Completed,5,2024,Qtr 3,July,22,34.97,Undergraduate,Homework Help,13,FALSE,5
Math,Assignment Completed,3,2024,Qtr 3,July,23,12.5,Graduate,Coding,5,FALSE,4
Math,Assignment Completed,4.8,2024,Qtr 3,July,23,19.03,High School,Coding,3,TRUE,5
Math,Assignment Completed,2.5,2024,Qtr 3,July,23,19.28,Undergraduate,Writing,5,FALSE,3
Math,Assignment Completed,4.3,2024,Qtr 3,July,24,25.63,Graduate,Coding,5,TRUE,4
Math,Assignment Completed,4.3,2024,Qtr 3,July,24,9.22,High School,Coding,2,TRUE,3
Math,Assignment Completed,2.5,2024,Qtr 3,July,24,4.22,Undergraduate,Coding,1,TRUE,4
Math,Assignment Completed,4.8,2024,Qtr 3,July,25,48.18,Graduate,Coding,21,TRUE,4
Math,Assignment Completed,1,2024,Qtr 3,July,25,28.29,Undergraduate,Homework Help,8,TRUE,1
Math,Assignment Completed,2.7,2024,Qtr 3,July,25,7.25,Undergraduate,Writing,3,TRUE,3
Math,Assignment Completed,2.7,2024,Qtr 3,July,26,23.11,Graduate,Brainstorming,11,FALSE,4
Math,Assignment Completed,3.6,2024,Qtr 3,July,26,18.39,Undergraduate,Coding,4,TRUE,3
Math,Assignment Completed,7.5,2024,Qtr 3,July,26,27.85,Undergraduate,Homework Help,8,TRUE,8
Math,Assignment Completed,10,2024,Qtr 3,July,26,64.13,Undergraduate,Writing,17,TRUE,9
Math,Assignment Completed,3.7,2024,Qtr 3,July,27,12.27,Graduate,Studying,5,FALSE,3
Math,Assignment Completed,4.5,2024,Qtr 3,July,27,43.9,Undergraduate,Coding,17,TRUE,5
Math,Assignment Completed,3.1,2024,Qtr 3,July,27,22.39,Undergraduate,Homework Help,5,TRUE,3
Math,Assignment Completed,3,2024,Qtr 3,July,30,27.28,High School,Homework Help,6,TRUE,4
Math,Assignment Completed,3.5,2024,Qtr 3,July,30,79.08,High School,Writing,19,TRUE,4
Math,Assignment Completed,1,2024,Qtr 3,July,31,24.26,Graduate,Homework Help,8,FALSE,2
Math,Assignment Completed,2.9,2024,Qtr 3,July,31,18.52,High School,Writing,4,TRUE,4
Math,Assignment Completed,2.6,2024,Qtr 3,July,31,10.95,Undergraduate,Writing,4,FALSE,4
Math,Assignment Completed,3.2,2024,Qtr 3,July,31,42.19,Undergraduate,Writing,8,TRUE,4
Math,Assignment Completed,2,2024,Qtr 3,August,1,16.36,Graduate,Writing,4,FALSE,2
Math,Assignment Completed,1.4,2024,Qtr 3,August,1,3.72,Undergraduate,Coding,1,TRUE,2
Math,Assignment Completed,3.5,2024,Qtr 3,August,2,33.99,High School,Homework Help,16,TRUE,4
Math,Assignment Completed,4.8,2024,Qtr 3,August,2,16.76,Undergraduate,Coding,7,TRUE,4
Math,Assignment Completed,5,2024,Qtr 3,August,2,11.39,Undergraduate,Homework Help,2,TRUE,5
Math,Assignment Completed,3.9,2024,Qtr 3,August,3,7.48,Undergraduate,Coding,2,TRUE,5
Math,Assignment Completed,5,2024,Qtr 3,August,5,34.66,Undergraduate,Coding,9,FALSE,5
Math,Assignment Completed,5,2024,Qtr 3,August,5,22.96,Undergraduate,Homework Help,6,TRUE,4
Math,Assignment Completed,3.2,2024,Qtr 3,August,6,5.4,Graduate,Homework Help,1,TRUE,3
Math,Assignment Completed,4.1,2024,Qtr 3,August,6,13.05,High School,Writing,3,TRUE,3
Math,Assignment Completed,2.6,2024,Qtr 3,August,7,11.21,High School,Brainstorming,2,FALSE,3
Math,Assignment Completed,2.7,2024,Qtr 3,August,9,71.83,High School,Brainstorming,18,FALSE,3
Math,Assignment Completed,4.6,2024,Qtr 3,August,10,18.53,Undergraduate,Homework Help,5,TRUE,5
Math,Assignment Completed,4.8,2024,Qtr 3,August,11,18.58,High School,Coding,4,TRUE,3
Math,Assignment Completed,6,2024,Qtr 3,August,12,26.43,Undergraduate,Coding,6,TRUE,6
Math,Assignment Completed,3.3,2024,Qtr 3,August,13,9.19,High School,Coding,1,TRUE,3
Math,Assignment Completed,2.5,2024,Qtr 3,August,13,9.99,Undergraduate,Studying,3,TRUE,3
Math,Assignment Completed,2.6,2024,Qtr 3,August,13,12.59,Undergraduate,Writing,3,FALSE,3
Math,Assignment Completed,2.8,2024,Qtr 3,August,14,32.63,Graduate,Coding,14,FALSE,3
Math,Assignment Completed,4.4,2024,Qtr 3,August,15,23.25,High School,Coding,10,TRUE,4
Math,Assignment Completed,6.4,2024,Qtr 3,August,15,33.67,Undergraduate,Studying,10,TRUE,6
Math,Assignment Completed,4.8,2024,Qtr 3,August,15,3.72,Undergraduate,Writing,1,FALSE,4
Math,Assignment Completed,2.1,2024,Qtr 3,August,16,8.62,Graduate,Coding,2,TRUE,3
Math,Assignment Completed,3.4,2024,Qtr 3,August,16,14.23,Undergraduate,Writing,6,TRUE,4
Math,Assignment Completed,3.4,2024,Qtr 3,August,18,25.87,Graduate,Research,7,TRUE,3
Math,Assignment Completed,4.8,2024,Qtr 3,August,18,25.41,Graduate,Studying,5,TRUE,4
Math,Assignment Completed,3.8,2024,Qtr 3,August,18,34.78,Undergraduate,Writing,11,TRUE,3
Math,Assignment Completed,4.9,2024,Qtr 3,August,19,27.48,Undergraduate,Homework Help,8,TRUE,5
Math,Assignment Completed,8.2,2024,Qtr 3,August,19,54.25,Undergraduate,Writing,11,TRUE,7
Math,Assignment Completed,4.9,2024,Qtr 3,August,20,50.32,Graduate,Research,15,TRUE,5
Math,Assignment Completed,4.4,2024,Qtr 3,August,20,25.95,High School,Homework Help,11,TRUE,4
Math,Assignment Completed,3.2,2024,Qtr 3,August,20,11.71,Undergraduate,Research,2,FALSE,4
Math,Assignment Completed,1,2024,Qtr 3,August,21,14.99,High School,Writing,3,FALSE,3
Math,Assignment Completed,1.6,2024,Qtr 3,August,21,19.02,Undergraduate,Coding,4,TRUE,2
Math,Assignment Completed,2.5,2024,Qtr 3,August,21,29.13,Undergraduate,Research,11,FALSE,3
Math,Assignment Completed,4.4,2024,Qtr 3,August,22,7.11,Graduate,Coding,1,TRUE,5
Math,Assignment Completed,4.1,2024,Qtr 3,August,22,10.33,High School,Studying,3,FALSE,4
Math,Assignment Completed,4.5,2024,Qtr 3,August,23,21.02,Undergraduate,Coding,5,TRUE,4
Math,Assignment Completed,4,2024,Qtr 3,August,23,12.91,Undergraduate,Writing,2,TRUE,4
Math,Assignment Completed,1,2024,Qtr 3,August,25,10.13,Graduate,Studying,4,FALSE,2
Math,Assignment Completed,1.6,2024,Qtr 3,August,25,24.27,Graduate,Studying,7,TRUE,2
Math,Assignment Completed,2.4,2024,Qtr 3,August,25,19.75,Undergraduate,Studying,5,TRUE,2
Math,Assignment Completed,2.2,2024,Qtr 3,August,25,11.3,Undergraduate,Writing,2,FALSE,3
Math,Assignment Completed,3.5,2024,Qtr 3,August,27,14.85,Graduate,Writing,3,TRUE,4
Math,Assignment Completed,4.2,2024,Qtr 3,August,27,8.22,Undergraduate,Writing,2,TRUE,4
Math,Assignment Completed,5,2024,Qtr 3,August,28,3.06,Graduate,Coding,1,TRUE,5
Math,Assignment Completed,5,2024,Qtr 3,August,28,11.51,Graduate,Homework Help,3,TRUE,5
Math,Assignment Completed,2.3,2024,Qtr 3,August,30,33.96,Graduate,Coding,15,TRUE,3
Math,Assignment Completed,2.4,2024,Qtr 3,August,30,8.57,Graduate,Writing,2,TRUE,3
Math,Assignment Completed,4.7,2024,Qtr 3,August,30,20.17,High School,Writing,5,TRUE,4
Math,Assignment Completed,5,2024,Qtr 3,August,30,3.32,Undergraduate,Writing,1,TRUE,5
Math,Assignment Completed,1.8,2024,Qtr 3,August,31,45.86,Graduate,Studying,11,TRUE,2
Math,Assignment Completed,3.2,2024,Qtr 3,August,31,8.36,Undergraduate,Homework Help,4,FALSE,4
Math,Assignment Completed,1.8,2024,Qtr 3,September,1,15.17,Graduate,Coding,3,TRUE,3
Math,Assignment Completed,3.5,2024,Qtr 3,September,1,18.57,Undergraduate,Homework Help,6,TRUE,4
Math,Assignment Completed,7.8,2024,Qtr 3,September,1,60.64,Undergraduate,Studying,18,TRUE,7
Math,Assignment Completed,2.8,2024,Qtr 3,September,2,7.03,Undergraduate,Homework Help,2,TRUE,3
Math,Assignment Completed,3.3,2024,Qtr 3,September,2,18.58,Undergraduate,Writing,3,TRUE,4
Math,Assignment Completed,3.9,2024,Qtr 3,September,3,11.76,Graduate,Coding,5,TRUE,4
Math,Assignment Completed,4.5,2024,Qtr 3,September,4,18.27,Graduate,Writing,4,FALSE,4
Math,Assignment Completed,5,2024,Qtr 3,September,5,9.61,Undergraduate,Homework Help,2,FALSE,4
Math,Assignment Completed,4.6,2024,Qtr 3,September,7,15.45,Undergraduate,Coding,3,TRUE,5
Math,Assignment Completed,2.6,2024,Qtr 3,September,7,21.17,Undergraduate,Writing,5,TRUE,3
Math,Assignment Completed,4.6,2024,Qtr 3,September,8,6.34,High School,Coding,2,FALSE,5
Math,Assignment Completed,3.7,2024,Qtr 3,September,8,53.78,High School,Coding,24,TRUE,4
Math,Assignment Completed,4.4,2024,Qtr 3,September,9,6.19,Graduate,Homework Help,2,TRUE,5
Math,Assignment Completed,2.4,2024,Qtr 3,September,9,18.78,Undergraduate,Homework Help,7,TRUE,2
Math,Assignment Completed,4,2024,Qtr 3,September,10,34.84,Graduate,Writing,13,FALSE,4
Math,Assignment Completed,3.9,2024,Qtr 3,September,10,39.72,High School,Coding,11,FALSE,4
Math,Assignment Completed,4.7,2024,Qtr 3,September,10,26.89,Undergraduate,Writing,6,TRUE,5
Math,Assignment Completed,1.9,2024,Qtr 3,September,11,24.53,High School,Writing,7,TRUE,3
Math,Assignment Completed,4.1,2024,Qtr 3,September,11,3.53,Undergraduate,Coding,1,TRUE,3
Math,Assignment Completed,4.1,2024,Qtr 3,September,11,3.54,Undergraduate,Homework Help,1,TRUE,4
Math,Assignment Completed,3.6,2024,Qtr 3,September,11,17.05,Undergraduate,Writing,7,TRUE,3
Math,Assignment Completed,2.7,2024,Qtr 3,September,13,43.96,Graduate,Coding,21,TRUE,3
Math,Assignment Completed,5,2024,Qtr 3,September,13,7.58,High School,Writing,2,TRUE,5
Math,Assignment Completed,1.7,2024,Qtr 3,September,14,9.69,Graduate,Writing,2,FALSE,2
Math,Assignment Completed,1.6,2024,Qtr 3,September,15,21.71,Undergraduate,Brainstorming,10,TRUE,3
Math,Assignment Completed,4.7,2024,Qtr 3,September,15,4.56,Undergraduate,Coding,1,FALSE,4
Math,Assignment Completed,3.9,2024,Qtr 3,September,15,9.84,Undergraduate,Homework Help,2,FALSE,4
Math,Assignment Completed,4.8,2024,Qtr 3,September,15,11.91,Undergraduate,Homework Help,3,TRUE,4
Math,Assignment Completed,4.4,2024,Qtr 3,September,16,3.08,Graduate,Coding,1,TRUE,5
Math,Assignment Completed,5,2024,Qtr 3,September,16,22.16,Graduate,Writing,6,TRUE,5
Math,Assignment Completed,2.7,2024,Qtr 3,September,16,8.06,Undergraduate,Coding,1,TRUE,4
Math,Assignment Completed,2.8,2024,Qtr 3,September,16,53.43,Undergraduate,Studying,12,TRUE,3
Math,Assignment Completed,4.6,2024,Qtr 3,September,17,16.13,High School,Writing,3,TRUE,4
Math,Assignment Completed,1.3,2024,Qtr 3,September,17,30.05,Undergraduate,Studying,8,TRUE,3
Math,Assignment Completed,2.4,2024,Qtr 3,September,18,13.73,High School,Coding,6,TRUE,3
Math,Assignment Completed,3.7,2024,Qtr 3,September,18,5.17,Undergraduate,Studying,1,TRUE,3
Math,Assignment Completed,2.7,2024,Qtr 3,September,19,10.33,Undergraduate,Homework Help,4,TRUE,4
Math,Assignment Completed,4.7,2024,Qtr 3,September,19,16.03,Undergraduate,Writing,7,FALSE,5
Math,Assignment Completed,3.3,2024,Qtr 3,September,20,4.03,Graduate,Studying,1,FALSE,3
Math,Assignment Completed,4.6,2024,Qtr 3,September,20,17.35,Undergraduate,Homework Help,3,TRUE,5
Math,Assignment Completed,3.9,2024,Qtr 3,September,20,5.73,Undergraduate,Writing,1,TRUE,4
Math,Assignment Completed,1.6,2024,Qtr 3,September,21,33.01,Graduate,Studying,9,FALSE,3
Math,Assignment Completed,3,2024,Qtr 3,September,21,24.74,Undergraduate,Homework Help,9,TRUE,2
Math,Assignment Completed,4.4,2024,Qtr 3,September,22,16.56,High School,Coding,3,TRUE,4
Math,Assignment Completed,4.2,2024,Qtr 3,September,23,17.22,Undergraduate,Research,6,TRUE,5
Math,Assignment Completed,3.8,2024,Qtr 3,September,23,16.97,Undergraduate,Studying,3,TRUE,4
Math,Assignment Completed,2.9,2024,Qtr 3,September,24,86.46,Graduate,Writing,17,TRUE,3
Math,Assignment Completed,4.6,2024,Qtr 3,September,24,16.03,Undergraduate,Writing,5,FALSE,5
Math,Assignment Completed,3.6,2024,Qtr 3,September,26,16.88,Undergraduate,Studying,3,TRUE,3
Math,Assignment Completed,4.1,2024,Qtr 3,September,26,24.33,Undergraduate,Writing,11,TRUE,4
Math,Assignment Completed,5,2024,Qtr 3,September,27,15.95,High School,Coding,6,TRUE,4
Math,Assignment Completed,2.6,2024,Qtr 3,September,28,34.03,High School,Studying,13,TRUE,4
Math,Assignment Completed,3.4,2024,Qtr 3,September,28,21.69,Undergraduate,Homework Help,5,TRUE,3
Math,Assignment Completed,3.6,2024,Qtr 3,September,29,1.38,High School,Studying,1,TRUE,3
Math,Assignment Completed,5,2024,Qtr 3,September,29,9.64,Undergraduate,Coding,4,FALSE,4
Math,Assignment Completed,2.9,2024,Qtr 3,September,29,19.19,Undergraduate,Homework Help,5,TRUE,3
Math,Assignment Completed,5,2024,Qtr 3,September,29,10.23,Undergraduate,Studying,2,TRUE,5
Math,Assignment Completed,5,2024,Qtr 3,September,30,14.14,Graduate,Coding,3,TRUE,5
Math,Assignment Completed,4.6,2024,Qtr 3,September,30,21.27,Undergraduate,Studying,4,FALSE,4
Math,Assignment Completed,4.1,2024,Qtr 3,September,30,38.11,Undergraduate,Studying,13,TRUE,6
Math,Assignment Completed,4.6,2024,Qtr 4,October,1,30.89,Graduate,Brainstorming,9,TRUE,4
Math,Assignment Completed,2.2,2024,Qtr 4,October,1,16.5,High School,Studying,3,FALSE,3
Math,Assignment Completed,2.8,2024,Qtr 4,October,1,13.95,Undergraduate,Studying,2,FALSE,4
Math,Assignment Completed,8.8,2024,Qtr 4,October,1,54.92,Undergraduate,Writing,18,TRUE,10
Math,Assignment Completed,2.9,2024,Qtr 4,October,2,23.19,High School,Homework Help,9,FALSE,4
Math,Assignment Completed,5,2024,Qtr 4,October,3,8.13,Undergraduate,Writing,1,TRUE,4
Math,Assignment Completed,2.9,2024,Qtr 4,October,4,16.35,Undergraduate,Brainstorming,3,TRUE,3
Math,Assignment Completed,3.3,2024,Qtr 4,October,4,31.89,Undergraduate,Homework Help,7,FALSE,4
Math,Assignment Completed,3.6,2024,Qtr 4,October,5,10.86,High School,Research,3,TRUE,3
Math,Assignment Completed,2.1,2024,Qtr 4,October,5,31.23,Undergraduate,Coding,6,TRUE,3
Math,Assignment Completed,8.1,2024,Qtr 4,October,5,31.61,Undergraduate,Homework Help,10,TRUE,9
Math,Assignment Completed,2.8,2024,Qtr 4,October,5,8.01,Undergraduate,Writing,2,TRUE,2
Math,Assignment Completed,1.6,2024,Qtr 4,October,6,24.42,Undergraduate,Studying,8,TRUE,2
Math,Assignment Completed,4.3,2024,Qtr 4,October,7,39.62,Graduate,Coding,11,TRUE,5
Math,Assignment Completed,4.7,2024,Qtr 4,October,7,58.14,High School,Studying,17,TRUE,4
Math,Assignment Completed,3.8,2024,Qtr 4,October,7,3.76,Undergraduate,Homework Help,1,TRUE,4
Math,Assignment Completed,3.5,2024,Qtr 4,October,8,42.07,High School,Studying,9,TRUE,4
Math,Assignment Completed,4.5,2024,Qtr 4,October,8,3.93,Undergraduate,Coding,1,TRUE,4
Math,Assignment Completed,2.1,2024,Qtr 4,October,10,15.28,Undergraduate,Writing,3,TRUE,5
Math,Assignment Completed,3.8,2024,Qtr 4,October,11,6.97,Undergraduate,Studying,1,TRUE,3
Math,Assignment Completed,5,2024,Qtr 4,October,12,28.58,Graduate,Writing,10,TRUE,5
Math,Assignment Completed,5,2024,Qtr 4,October,12,2.01,High School,Writing,1,TRUE,5
Math,Assignment Completed,3.3,2024,Qtr 4,October,12,45.47,Undergraduate,Homework Help,19,FALSE,4
Math,Assignment Completed,5,2024,Qtr 4,October,13,48.99,Graduate,Coding,15,FALSE,4
Math,Assignment Completed,3.5,2024,Qtr 4,October,14,4.27,Graduate,Brainstorming,1,TRUE,3
Math,Assignment Completed,2.7,2024,Qtr 4,October,14,13.37,Undergraduate,Writing,4,TRUE,3
Math,Assignment Completed,2.3,2024,Qtr 4,October,15,21.14,High School,Coding,4,FALSE,3
Math,Assignment Completed,3.3,2024,Qtr 4,October,15,27.13,Undergraduate,Coding,8,FALSE,5
Math,Assignment Completed,3.9,2024,Qtr 4,October,15,10.21,Undergraduate,Writing,4,TRUE,3
Math,Assignment Completed,5,2024,Qtr 4,October,16,27.16,High School,Homework Help,8,FALSE,5
Math,Assignment Completed,5,2024,Qtr 4,October,16,7.32,High School,Studying,1,TRUE,4
Math,Assignment Completed,2.6,2024,Qtr 4,October,17,62.82,Undergraduate,Homework Help,17,FALSE,4
Math,Assignment Completed,4.9,2024,Qtr 4,October,18,2.82,Undergraduate,Brainstorming,1,TRUE,4
Math,Assignment Completed,3.9,2024,Qtr 4,October,20,46.51,Graduate,Writing,9,FALSE,3
Math,Assignment Completed,3.3,2024,Qtr 4,October,20,25.61,High School,Homework Help,5,TRUE,3
Math,Assignment Completed,4.8,2024,Qtr 4,October,21,8.51,Undergraduate,Studying,1,TRUE,4
Math,Assignment Completed,3.4,2024,Qtr 4,October,22,8.92,High School,Coding,2,TRUE,3
Math,Assignment Completed,5,2024,Qtr 4,October,23,7.48,Graduate,Writing,1,TRUE,5
Math,Assignment Completed,2.7,2024,Qtr 4,October,23,10.03,Undergraduate,Homework Help,2,FALSE,3
Math,Assignment Completed,2.1,2024,Qtr 4,October,24,66.63,High School,Homework Help,22,FALSE,3
Math,Assignment Completed,1.3,2024,Qtr 4,October,24,5.27,Undergraduate,Coding,1,TRUE,2
Math,Assignment Completed,9.8,2024,Qtr 4,October,24,23.39,Undergraduate,Writing,7,TRUE,9
Math,Assignment Completed,4.9,2024,Qtr 4,October,25,16.68,Graduate,Coding,7,TRUE,4
Math,Assignment Completed,2.2,2024,Qtr 4,October,25,55.63,Undergraduate,Homework Help,17,TRUE,3
Math,Assignment Completed,3.8,2024,Qtr 4,October,25,8.21,Undergraduate,Studying,3,FALSE,3
Math,Assignment Completed,3.1,2024,Qtr 4,October,26,11.89,Undergraduate,Homework Help,3,TRUE,3
Math,Assignment Completed,5,2024,Qtr 4,October,31,23.75,Graduate,Studying,6,FALSE,4
Math,Assignment Completed,2.3,2024,Qtr 4,October,31,25.62,Undergraduate,Brainstorming,5,FALSE,3
Math,Assignment Completed,1,2024,Qtr 4,November,1,11.79,Graduate,Homework Help,2,TRUE,1
Math,Assignment Completed,1.9,2024,Qtr 4,November,1,37.42,Undergraduate,Homework Help,11,TRUE,2
Math,Assignment Completed,4,2024,Qtr 4,November,1,20.76,Undergraduate,Research,4,TRUE,4
Math,Assignment Completed,7.4,2024,Qtr 4,November,2,25.88,Graduate,Homework Help,8,FALSE,7
Math,Assignment Completed,5,2024,Qtr 4,November,2,44.2,Graduate,Writing,12,FALSE,4
Math,Assignment Completed,3.5,2024,Qtr 4,November,2,49.75,Undergraduate,Studying,16,TRUE,4
Math,Assignment Completed,2.8,2024,Qtr 4,November,3,15.15,Graduate,Homework Help,3,FALSE,2
